Region,Country,Year,Age,Gender,Literacy rate
Latin America and the Caribbean,Mexico,2010,65+,male,0.7657243
Latin America and the Caribbean,Mexico,2011,<15,female,0.9233828
Latin America and the Caribbean,Mexico,2011,<15,male,0.9478277
Latin America and the Caribbean,Mexico,2011,15-24,female,0.9850666
Latin America and the Caribbean,Mexico,2011,15-24,male,0.9841656
Latin America and the Caribbean,Mexico,2011,25-64,female,0.9325608
Latin America and the Caribbean,Mexico,2011,25-64,male,0.9551788
Latin America and the Caribbean,Mexico,2011,65+,female,0.6855596
Latin America and the Caribbean,Mexico,2011,65+,male,0.7660558
Latin America and the Caribbean,Mexico,2012,<15,female,0.9317924
Latin America and the Caribbean,Mexico,2012,<15,male,0.9539163
Latin America and the Caribbean,Mexico,2012,15-24,female,0.9902957
Latin America and the Caribbean,Mexico,2012,15-24,male,0.9872037
Latin America and the Caribbean,Mexico,2012,25-64,female,0.9438401
Latin America and the Caribbean,Mexico,2012,25-64,male,0.9624046
Latin America and the Caribbean,Mexico,2012,65+,female,0.718245
Latin America and the Caribbean,Mexico,2012,65+,male,0.8017614
Latin America and the Caribbean,Mexico,2013,<15,female,0.9290394
Latin America and the Caribbean,Mexico,2013,<15,female,0.9290394
Latin America and the Caribbean,Mexico,2013,<15,male,0.9511211
Latin America and the Caribbean,Mexico,2013,15-24,female,0.9860191
Latin America and the Caribbean,Mexico,2013,15-24,male,0.9852684
Latin America and the Caribbean,Mexico,2013,25-64,female,0.9370227
Latin America and the Caribbean,Mexico,2013,25-64,male,0.9572187
Latin America and the Caribbean,Mexico,2013,65+,female,0.7274084
Latin America and the Caribbean,Mexico,2013,65+,male,0.8037546
Latin America and the Caribbean,Mexico,2014,<15,female,0.9359134
Latin America and the Caribbean,Mexico,2014,<15,male,0.9562047
Latin America and the Caribbean,Mexico,2014,15-24,female,0.9907946
Latin America and the Caribbean,Mexico,2014,15-24,male,0.9892221
Latin America and the Caribbean,Mexico,2014,25-64,female,0.948293
Latin America and the Caribbean,Mexico,2014,25-64,male,0.964364
Latin America and the Caribbean,Mexico,2014,65+,female,0.7416447
Latin America and the Caribbean,Mexico,2014,65+,male,0.8162613
Latin America and the Caribbean,Mexico,2015,<15,female,0.934855
Latin America and the Caribbean,Mexico,2015,<15,male,0.9554933
Latin America and the Caribbean,Mexico,2015,15-24,female,0.9901495
Latin America and the Caribbean,Mexico,2015,15-24,male,0.9887352
Latin America and the Caribbean,Mexico,2015,25-64,female,0.9457888
Latin America and the Caribbean,Mexico,2015,25-64,male,0.9625047
Latin America and the Caribbean,Mexico,2015,65+,female,0.7314122
Latin America and the Caribbean,Mexico,2015,65+,male,0.8157868
Latin America and the Caribbean,Mexico,2016,<15,female,0.9396852
Latin America and the Caribbean,Mexico,2016,<15,male,0.9584482
Latin America and the Caribbean,Mexico,2016,15-24,female,0.9920723
Latin America and the Caribbean,Mexico,2016,15-24,male,0.9902592
Latin America and the Caribbean,Mexico,2016,25-64,female,0.9528932
Latin America and the Caribbean,Mexico,2016,25-64,male,0.9662572
Latin America and the Caribbean,Mexico,2016,65+,female,0.7536245
Latin America and the Caribbean,Mexico,2016,65+,male,0.8309442
Latin America and the Caribbean,Mexico,2017,<15,female,0.9416576
Latin America and the Caribbean,Mexico,2017,<15,male,0.9587237
Latin America and the Caribbean,Mexico,2017,15-24,female,0.9916837
Latin America and the Caribbean,Mexico,2017,15-24,male,0.990813
Latin America and the Caribbean,Mexico,2017,25-64,female,0.9561018
Latin America and the Caribbean,Mexico,2017,25-64,male,0.9665091
Latin America and the Caribbean,Mexico,2017,65+,female,0.7620627
Latin America and the Caribbean,Mexico,2017,65+,male,0.833238
Latin America and the Caribbean,Mexico,2018,<15,female,0.9460805
Latin America and the Caribbean,Mexico,2018,<15,male,0.962329
Latin America and the Caribbean,Mexico,2018,15-24,female,0.9938847
Latin America and the Caribbean,Mexico,2018,15-24,male,0.9924864
Latin America and the Caribbean,Mexico,2018,25-64,female,0.9598739
Latin America and the Caribbean,Mexico,2018,25-64,male,0.9703488
Latin America and the Caribbean,Mexico,2018,65+,female,0.7743952
Latin America and the Caribbean,Mexico,2018,65+,male,0.8448669
Latin America and the Caribbean,Nicaragua,2015,<15,female,0.8277935
Latin America and the Caribbean,Nicaragua,2015,<15,male,0.8243855
Latin America and the Caribbean,Nicaragua,2015,15-24,female,0.9360194
Latin America and the Caribbean,Nicaragua,2015,15-24,male,0.8964283
Latin America and the Caribbean,Nicaragua,2015,25-64,female,0.8167095
Latin America and the Caribbean,Nicaragua,2015,25-64,male,0.8137148
Latin America and the Caribbean,Nicaragua,2015,65+,female,0.5434577
Latin America and the Caribbean,Nicaragua,2015,65+,male,0.5848808
Latin America and the Caribbean,Panama,2010,<15,female,0.9348526
Latin America and the Caribbean,Panama,2010,<15,male,0.9470741
Latin America and the Caribbean,Panama,2010,15-24,female,0.9733687
Latin America and the Caribbean,Panama,2010,15-24,male,0.9793447
Latin America and the Caribbean,Panama,2010,25-64,female,0.9415858
Latin America and the Caribbean,Panama,2010,25-64,male,0.9562459
Latin America and the Caribbean,Panama,2010,65+,female,0.8085443
Latin America and the Caribbean,Panama,2010,65+,male,0.808843
Latin America and the Caribbean,Panama,2018,<15,female,0.9488172
Latin America and the Caribbean,Panama,2018,<15,male,0.9596893
Latin America and the Caribbean,Panama,2018,15-24,female,0.9887429
Latin America and the Caribbean,Panama,2018,15-24,male,0.993122
Latin America and the Caribbean,Panama,2018,25-64,female,0.9574144
Latin America and the Caribbean,Panama,2018,25-64,male,0.9699069
Latin America and the Caribbean,Panama,2018,65+,female,0.8488551
Latin America and the Caribbean,Panama,2018,65+,male,0.850231
Latin America and the Caribbean,Paraguay,2010,<15,female,0.9292574
Latin America and the Caribbean,Paraguay,2010,<15,male,0.9481315
Latin America and the Caribbean,Paraguay,2010,15-24,female,0.9872882
Latin America and the Caribbean,Paraguay,2010,15-24,male,0.9850034
Latin America and the Caribbean,Paraguay,2010,25-64,female,0.935883
Latin America and the Caribbean,Paraguay,2010,25-64,male,0.9500253
Latin America and the Caribbean,Paraguay,2010,65+,female,0.7408477
Latin America and the Caribbean,Paraguay,2010,65+,male,0.8135556
Latin America and the Caribbean,Paraguay,2012,<15,female,0.9358785
Latin America and the Caribbean,Paraguay,2012,<15,male,0.9481725
Latin America and the Caribbean,Paraguay,2012,15-24,female,0.9810377
Latin America and the Caribbean,Paraguay,2012,15-24,male,0.9825123
Latin America and the Caribbean,Paraguay,2012,25-64,female,0.9385434
Latin America and the Caribbean,Paraguay,2012,25-64,male,0.949824
Latin America and the Caribbean,Paraguay,2012,65+,female,0.7542625
Latin America and the Caribbean,Paraguay,2012,65+,male,0.8039438
Latin America and the Caribbean,Paraguay,2013,<15,female,0.9446626
Latin America and the Caribbean,Paraguay,2013,<15,male,0.9566619
Latin America and the Caribbean,Paraguay,2013,15-24,female,0.992046
Latin America and the Caribbean,Paraguay,2013,15-24,male,0.9859587
Latin America and the Caribbean,Paraguay,2013,25-64,female,0.9481647
Latin America and the Caribbean,Paraguay,2013,25-64,male,0.9606297
Latin America and the Caribbean,Paraguay,2013,65+,female,0.7578951
Latin America and the Caribbean,Paraguay,2013,65+,male,0.818457
Latin America and the Caribbean,Paraguay,2014,<15,female,0.942148
Latin America and the Caribbean,Paraguay,2014,<15,male,0.9587412
Latin America and the Caribbean,Paraguay,2014,15-24,female,0.9846341
Latin America and the Caribbean,Paraguay,2014,15-24,male,0.989637
Latin America and the Caribbean,Paraguay,2014,25-64,female,0.9470168
Latin America and the Caribbean,Paraguay,2014,25-64,male,0.9603219
Latin America and the Caribbean,Paraguay,2014,65+,female,0.7689871
Latin America and the Caribbean,Paraguay,2014,65+,male,0.8312185
Latin America and the Caribbean,Paraguay,2015,<15,female,0.9487442
Latin America and the Caribbean,Paraguay,2015,<15,male,0.962543
Latin America and the Caribbean,Paraguay,2015,15-24,female,0.989689
Latin America and the Caribbean,Paraguay,2015,15-24,male,0.9835383
Latin America and the Caribbean,Paraguay,2015,25-64,female,0.9549267
Latin America and the Caribbean,Paraguay,2015,25-64,male,0.9673125
Latin America and the Caribbean,Paraguay,2015,65+,female,0.7701741
Latin America and the Caribbean,Paraguay,2015,65+,male,0.8490913
Latin America and the Caribbean,Paraguay,2016,<15,female,0.9383505
Latin America and the Caribbean,Paraguay,2016,<15,male,0.9547606
Latin America and the Caribbean,Paraguay,2016,15-24,female,0.9870381
Latin America and the Caribbean,Paraguay,2016,15-24,male,0.9820768
Latin America and the Caribbean,Paraguay,2016,25-64,female,0.9454592
Latin America and the Caribbean,Paraguay,2016,25-64,male,0.9601104
Latin America and the Caribbean,Paraguay,2016,65+,female,0.7421992
Latin America and the Caribbean,Paraguay,2016,65+,male,0.8182694
Latin America and the Caribbean,Paraguay,2018,<15,female,0.9353171
Latin America and the Caribbean,Paraguay,2018,<15,male,0.9451148
Latin America and the Caribbean,Paraguay,2018,15-24,female,0.9886784
Latin America and the Caribbean,Paraguay,2018,15-24,male,0.9773242
Latin America and the Caribbean,Paraguay,2018,25-64,female,0.9499973
Latin America and the Caribbean,Paraguay,2018,25-64,male,0.956537
Latin America and the Caribbean,Paraguay,2018,65+,female,0.6840463
Latin America and the Caribbean,Paraguay,2018,65+,male,0.7588686
Latin America and the Caribbean,Peru,2012,<15,female,0.9066883
Latin America and the Caribbean,Peru,2012,<15,male,0.9695013
Latin America and the Caribbean,Peru,2012,15-24,female,0.9867575
Latin America and the Caribbean,Peru,2012,15-24,male,0.9871934
Latin America and the Caribbean,Peru,2012,25-64,female,0.9135859
Latin America and the Caribbean,Peru,2012,25-64,male,0.9715779
Latin America and the Caribbean,Peru,2012,65+,female,0.6325704
Latin America and the Caribbean,Peru,2012,65+,male,0.8939292
Latin America and the Caribbean,Peru,2014,<15,female,0.9044918
Latin America and the Caribbean,Peru,2014,<15,male,0.9694898
Latin America and the Caribbean,Peru,2014,15-24,female,0.9878966
Latin America and the Caribbean,Peru,2014,15-24,male,0.9915706
Latin America and the Caribbean,Peru,2014,25-64,female,0.9125089
Latin America and the Caribbean,Peru,2014,25-64,male,0.9715568
Latin America and the Caribbean,Peru,2014,65+,female,0.6294064
Latin America and the Caribbean,Peru,2014,65+,male,0.8811432
Latin America and the Caribbean,Peru,2015,<15,female,0.9124653
Latin America and the Caribbean,Peru,2015,<15,male,0.9710638
Latin America and the Caribbean,Peru,2015,15-24,female,0.987729
Latin America and the Caribbean,Peru,2015,15-24,male,0.9923967
Latin America and the Caribbean,Peru,2015,25-64,female,0.9216392
Latin America and the Caribbean,Peru,2015,25-64,male,0.9720777
Latin America and the Caribbean,Peru,2015,65+,female,0.6600604
Latin America and the Caribbean,Peru,2015,65+,male,0.8970458
Latin America and the Caribbean,Peru,2016,<15,female,0.9118853
Latin America and the Caribbean,Peru,2016,<15,male,0.9718846
Latin America and the Caribbean,Peru,2016,15-24,female,0.986722
Latin America and the Caribbean,Peru,2016,15-24,male,0.9908887
Latin America and the Caribbean,Peru,2016,25-64,female,0.9201991
Latin America and the Caribbean,Peru,2016,25-64,male,0.9739147
Latin America and the Caribbean,Peru,2016,65+,female,0.6737812
Latin America and the Caribbean,Peru,2016,65+,male,0.8993163
Latin America and the Caribbean,Peru,2017,<15,female,0.9127013
Latin America and the Caribbean,Peru,2017,<15,male,0.9703974
Latin America and the Caribbean,Peru,2017,15-24,female,0.9885308
Latin America and the Caribbean,Peru,2017,15-24,male,0.9925598
Latin America and the Caribbean,Peru,2017,25-64,female,0.9212893
Latin America and the Caribbean,Peru,2017,25-64,male,0.9718199
Latin America and the Caribbean,Peru,2017,65+,female,0.6772451
Latin America and the Caribbean,Peru,2017,65+,male,0.895263
Latin America and the Caribbean,Peru,2018,<15,female,0.9170311
Latin America and the Caribbean,Peru,2018,<15,male,0.9712137
Latin America and the Caribbean,Peru,2018,15-24,female,0.9896697
Latin America and the Caribbean,Peru,2018,15-24,male,0.990792
Latin America and the Caribbean,Peru,2018,25-64,female,0.9261877
Latin America and the Caribbean,Peru,2018,25-64,male,0.972635
Latin America and the Caribbean,Peru,2018,65+,female,0.6916334
Latin America and the Caribbean,Peru,2018,65+,male,0.906067
Latin America and the Caribbean,Puerto Rico,2010,<15,female,0.9253015
Latin America and the Caribbean,Puerto Rico,2010,<15,male,0.9133078
Latin America and the Caribbean,Puerto Rico,2010,15-24,female,0.9885419
Latin America and the Caribbean,Puerto Rico,2010,15-24,male,0.9881458
Latin America and the Caribbean,Puerto Rico,2010,25-64,female,0.9351616
Latin America and the Caribbean,Puerto Rico,2010,25-64,male,0.9054176
Latin America and the Caribbean,Puerto Rico,2010,65+,female,0.836974
Latin America and the Caribbean,Puerto Rico,2010,65+,male,0.8560788
Latin America and the Caribbean,Puerto Rico,2017,<15,female,0.9239002
Latin America and the Caribbean,Puerto Rico,2017,<15,male,0.9238996
Latin America and the Caribbean,Puerto Rico,2017,15-24,female,0.923897
Latin America and the Caribbean,Puerto Rico,2017,15-24,male,0.9238995
Latin America and the Caribbean,Puerto Rico,2017,25-64,female,0.9239011
Latin America and the Caribbean,Puerto Rico,2017,25-64,male,0.9239005
Latin America and the Caribbean,Puerto Rico,2017,65+,female,0.9239001
Latin America and the Caribbean,Puerto Rico,2017,65+,male,0.9238972
Latin America and the Caribbean,Suriname,2010,<15,female,0.9400354
Latin America and the Caribbean,Suriname,2010,<15,male,0.9536479
Latin America and the Caribbean,Suriname,2010,15-24,female,0.9880215
Latin America and the Caribbean,Suriname,2010,15-24,male,0.9797273
Latin America and the Caribbean,Suriname,2010,25-64,female,0.9502526
Latin America and the Caribbean,Suriname,2010,25-64,male,0.9637979
Latin America and the Caribbean,Suriname,2010,65+,female,0.7435729
Latin America and the Caribbean,Suriname,2010,65+,male,0.7947974
Latin America and the Caribbean,Suriname,2012,<15,female,0.9099791
Latin America and the Caribbean,Suriname,2012,<15,male,0.9486987
Latin America and the Caribbean,Suriname,2012,15-24,female,0.9725966
Latin America and the Caribbean,Suriname,2012,15-24,male,0.9808572
Latin America and the Caribbean,Suriname,2012,25-64,female,0.917686
Latin America and the Caribbean,Suriname,2012,25-64,male,0.9543292
Latin America and the Caribbean,Suriname,2012,65+,female,0.7153077
Latin America and the Caribbean,Suriname,2012,65+,male,0.8149007
Latin America and the Caribbean,Suriname,2018,<15,female,0.9271206
Latin America and the Caribbean,Suriname,2018,<15,male,0.9607404
Latin America and the Caribbean,Suriname,2018,15-24,female,0.9839996
Latin America and the Caribbean,Suriname,2018,15-24,male,0.9887544
Latin America and the Caribbean,Suriname,2018,25-64,female,0.9331031
Latin America and the Caribbean,Suriname,2018,25-64,male,0.9623369
Latin America and the Caribbean,Suriname,2018,65+,female,0.7725294
Latin America and the Caribbean,Suriname,2018,65+,male,0.861813
Latin America and the Caribbean,Trinidad and Tobago,2010,<15,female,0.983
Latin America and the Caribbean,Trinidad and Tobago,2010,<15,male,0.9914
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,female,0.996
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,male,0.9955
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,female,0.992
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,male,0.9924
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,female,0.911
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,male,0.9738
Latin America and the Caribbean,Uruguay,2010,<15,female,0.9849095
Latin America and the Caribbean,Uruguay,2010,<15,male,0.9761017
Latin America and the Caribbean,Uruguay,2010,15-24,female,0.9922541
Latin America and the Caribbean,Uruguay,2010,15-24,male,0.9835943
Latin America and the Caribbean,Uruguay,2010,25-64,female,0.9897627
Latin America and the Caribbean,Uruguay,2010,25-64,male,0.9810433
Latin America and the Caribbean,Uruguay,2010,65+,female,0.9634852
Latin America and the Caribbean,Uruguay,2010,65+,male,0.9433962
Latin America and the Caribbean,Uruguay,2011,<15,female,0.9861908
Latin America and the Caribbean,Uruguay,2011,<15,male,0.9802311
Latin America and the Caribbean,Uruguay,2011,15-24,female,0.9912098
Latin America and the Caribbean,Uruguay,2011,15-24,male,0.986134
Latin America and the Caribbean,Uruguay,2011,25-64,female,0.9900913
Latin America and the Caribbean,Uruguay,2011,25-64,male,0.9837314
Latin America and the Caribbean,Uruguay,2011,65+,female,0.9697778
Latin America and the Caribbean,Uruguay,2011,65+,male,0.9560619
Latin America and the Caribbean,Uruguay,2012,<15,female,0.9866055
Latin America and the Caribbean,Uruguay,2012,<15,male,0.9810397
Latin America and the Caribbean,Uruguay,2012,15-24,female,0.9929778
Latin America and the Caribbean,Uruguay,2012,15-24,male,0.9862612
Latin America and the Caribbean,Uruguay,2012,25-64,female,0.9899468
Latin America and the Caribbean,Uruguay,2012,25-64,male,0.9830664
Latin America and the Caribbean,Uruguay,2012,65+,female,0.9706162
Latin America and the Caribbean,Uruguay,2012,65+,male,0.9643124
Latin America and the Caribbean,Uruguay,2013,<15,female,0.9863643
Latin America and the Caribbean,Uruguay,2013,<15,male,0.9806342
Latin America and the Caribbean,Uruguay,2013,15-24,F,0.9931015
Latin America and the Caribbean,Uruguay,2013,15-24,male,0.9856438
Latin America and the Caribbean,Uruguay,2013,25-64,female,0.9900182
Latin America and the Caribbean,Uruguay,2013,25-64,male,0.9844738
Latin America and the Caribbean,Uruguay,2013,65+,female,0.9691244
Latin America and the Caribbean,Uruguay,2013,65+,male,0.9561974
Latin America and the Caribbean,Uruguay,2014,<15,female,0.9880905
Latin America and the Caribbean,Uruguay,2014,<15,male,0.9802507
Latin America and the Caribbean,Uruguay,2014,15-24,female,0.9939062
Latin America and the Caribbean,Uruguay,2014,15-24,male,0.9830905
Latin America and the Caribbean,Uruguay,2014,25-64,female,0.9916903
Latin America and the Caribbean,Uruguay,2014,25-64,male,0.9841245
Latin America and the Caribbean,Uruguay,2014,65+,female,0.9719314
Latin America and the Caribbean,Uruguay,2014,65+,male,0.9589103
Latin America and the Caribbean,Uruguay,2015,<15,female,0.9886746
Latin America and the Caribbean,Uruguay,2015,<15,male,0.9814592
Latin America and the Caribbean,Uruguay,2015,15-24,female,0.9922868
Latin America and the Caribbean,Uruguay,2015,15-24,male,0.9863845
Latin America and the Caribbean,Uruguay,2015,25-64,female,0.9916035
Latin America and the Caribbean,Uruguay,2015,25-64,male,0.9845986
Latin America and the Caribbean,Uruguay,2015,65+,female,0.9766323
Latin America and the Caribbean,Uruguay,2015,65+,male,0.9604317
Latin America and the Caribbean,Uruguay,2016,<15,female,0.9885032
Latin America and the Caribbean,Uruguay,2016,<15,male,0.9824453
Latin America and the Caribbean,Uruguay,2016,15-24,female,0.994413
Latin America and the Caribbean,Uruguay,2016,15-24,male,0.988731
Latin America and the Caribbean,Uruguay,2016,25-64,female,0.9909867
Latin America and the Caribbean,Uruguay,2016,25-64,male,0.98459
Latin America and the Caribbean,Uruguay,2016,65+,female,0.9756642
Latin America and the Caribbean,Uruguay,2016,65+,male,0.9644554
Latin America and the Caribbean,Uruguay,2017,<15,female,0.9896391
Latin America and the Caribbean,Uruguay,2017,<15,male,0.9823419
Latin America and the Caribbean,Uruguay,2017,15-24,female,0.9931699
Latin America and the Caribbean,Uruguay,2017,15-24,male,0.9856141
Latin America and the Caribbean,Uruguay,2017,25-64,female,0.9913281
Latin America and the Caribbean,Uruguay,2017,25-64,male,0.9853763
Latin America and the Caribbean,Uruguay,2017,65+,female,0.9813907
Latin America and the Caribbean,Uruguay,2017,65+,male,0.9647562
Latin America and the Caribbean,Uruguay,2018,<15,female,0.9900774
Latin America and the Caribbean,Uruguay,2018,<15,male,0.9837136
Latin America and the Caribbean,Uruguay,2018,15-24,female,0.9916599
Latin America and the Caribbean,Uruguay,2018,15-24,male,0.9860475
Latin America and the Caribbean,Uruguay,2018,25-64,female,0.992407
Latin America and the Caribbean,Uruguay,2018,25-64,male,0.985504
Latin America and the Caribbean,Uruguay,2018,65+,female,0.9816545
Latin America and the Caribbean,Uruguay,2018,65+,male,0.9728755
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,<15,female,0.9502888
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,<15,male,0.9450232
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15-24,female,0.9823637
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15-24,male,0.9688986
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,25-64,female,0.9607802
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,25-64,male,0.9490514
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,65+,female,0.7797175
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,65+,male,0.8234492
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,<15,female,0.9656007
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,<15,male,0.9665108
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15-24,female,0.9931739
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15-24,male,0.9871199
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,25-64,female,0.9763989
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,25-64,male,0.9692596
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,65+,female,0.8272374
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,65+,male,0.8811954
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,<15,female,0.9721371
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,<15,male,0.9703911
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15-24,female,0.9909258
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15-24,male,0.9844194
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,25-64,female,0.9814637
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,25-64,male,0.9741915
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,65+,female,0.8671391
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,65+,male,0.8981153
Northern Africa and Western Asia,Algeria,2018,<15,female,0.7532297
Northern Africa and Western Asia,Algeria,2018,<15,male,0.8742296
Northern Africa and Western Asia,Algeria,2018,15-24,female,0.9725216
Northern Africa and Western Asia,Algeria,2018,15-24,male,0.9759406
Northern Africa and Western Asia,Algeria,2018,25-64,female,0.7639797
Northern Africa and Western Asia,Algeria,2018,25-64,male,0.8938412
Northern Africa and Western Asia,Algeria,2018,65+,female,0.1974525
Northern Africa and Western Asia,Algeria,2018,65+,male,0.4788923
Northern Africa and Western Asia,Armenia,2011,<15,female,0.9969035
Northern Africa and Western Asia,Armenia,2011,<15,male,0.9980608
Northern Africa and Western Asia,Armenia,2011,15-24,female,0.9987619
Northern Africa and Western Asia,Armenia,2011,15-24,male,0.9981842
Northern Africa and Western Asia,Armenia,2011,25-64,female,0.9988
Northern Africa and Western Asia,Armenia,2011,25-64,male,0.9985444
Northern Africa and Western Asia,Armenia,2011,65+,female,0.9857369
Northern Africa and Western Asia,Armenia,2011,65+,male,0.9949292
Northern Africa and Western Asia,Armenia,2017,<15,female,0.9967716
Northern Africa and Western Asia,Armenia,2017,<15,male,0.998055
Northern Africa and Western Asia,Armenia,2017,15-24,female,0.9987416
Northern Africa and Western Asia,Armenia,2017,15-24,male,0.9982128
Northern Africa and Western Asia,Armenia,2017,25-64,female,0.9987293
Northern Africa and Western Asia,Armenia,2017,25-64,male,0.9985169
Northern Africa and Western Asia,Armenia,2017,65+,female,0.986634
Northern Africa and Western Asia,Armenia,2017,65+,male,0.9952224
Northern Africa and Western Asia,Azerbaijan,2010,<15,female,0.9969263
Northern Africa and Western Asia,Azerbaijan,2010,<15,male,0.9985444
Northern Africa and Western Asia,Azerbaijan,2010,15-24,female,0.9993333
Northern Africa and Western Asia,Azerbaijan,2010,15-24,male,0.9996745
Northern Africa and Western Asia,Azerbaijan,2010,25-64,female,0.9986459
Northern Africa and Western Asia,Azerbaijan,2010,25-64,male,0.9991711
Northern Africa and Western Asia,Azerbaijan,2010,65+,female,0.9761982
Northern Africa and Western Asia,Azerbaijan,2010,65+,male,0.9873188
Northern Africa and Western Asia,Azerbaijan,2011,<15,female,0.9970496
Northern Africa and Western Asia,Azerbaijan,2011,<15,male,0.9985666
Northern Africa and Western Asia,Azerbaijan,2011,15-24,female,0.9993176
Northern Africa and Western Asia,Azerbaijan,2011,15-24,male,0.9995603
Northern Africa and Western Asia,Azerbaijan,2011,25-64,female,0.9986033
Northern Africa and Western Asia,Azerbaijan,2011,25-64,male,0.9994059
Northern Africa and Western Asia,Azerbaijan,2011,65+,female,0.9780078
Northern Africa and Western Asia,Azerbaijan,2011,65+,male,0.9855921
Northern Africa and Western Asia,Azerbaijan,2012,<15,female,0.9970286
Northern Africa and Western Asia,Azerbaijan,2012,<15,male,0.9985285
Northern Africa and Western Asia,Azerbaijan,2012,15-24,female,0.9991767
Northern Africa and Western Asia,Azerbaijan,2012,15-24,male,0.99955
Northern Africa and Western Asia,Azerbaijan,2012,25-64,female,0.9984447
Northern Africa and Western Asia,Azerbaijan,2012,25-64,male,0.9994216
Northern Africa and Western Asia,Azerbaijan,2012,65+,female,0.9795918
Northern Africa and Western Asia,Azerbaijan,2012,65+,male,0.984862
Northern Africa and Western Asia,Azerbaijan,2013,<15,female,0.9971682
Northern Africa and Western Asia,Azerbaijan,2013,<15,male,0.9986592
Northern Africa and Western Asia,Azerbaijan,2013,15-24,female,0.999267
Northern Africa and Western Asia,Azerbaijan,2013,15-24,male,0.9997687
Northern Africa and Western Asia,Azerbaijan,2013,25-64,female,0.9985213
Northern Africa and Western Asia,Azerbaijan,2013,25-64,male,0.9994767
Northern Africa and Western Asia,Azerbaijan,2013,65+,female,0.9807692
Northern Africa and Western Asia,Azerbaijan,2013,65+,male,0.9857328
Northern Africa and Western Asia,Azerbaijan,2014,<15,female,0.9971966
Northern Africa and Western Asia,Azerbaijan,2014,<15,male,0.9986201
Northern Africa and Western Asia,Azerbaijan,2014,15-24,female,0.9993638
Northern Africa and Western Asia,Azerbaijan,2014,15-24,male,0.9997624
Northern Africa and Western Asia,Azerbaijan,2014,25-64,female,0.9984811
Northern Africa and Western Asia,Azerbaijan,2014,25-64,male,0.9994887
Northern Africa and Western Asia,Azerbaijan,2014,65+,female,0.9816043
Northern Africa and Western Asia,Azerbaijan,2014,65+,male,0.9853618
Northern Africa and Western Asia,Azerbaijan,2015,<15,female,0.9971714
Northern Africa and Western Asia,Azerbaijan,2015,<15,male,0.9986263
Northern Africa and Western Asia,Azerbaijan,2015,15-24,female,0.9992011
Northern Africa and Western Asia,Azerbaijan,2015,15-24,male,0.9996367
Northern Africa and Western Asia,Azerbaijan,2015,25-64,female,0.9985127
Northern Africa and Western Asia,Azerbaijan,2015,25-64,male,0.9995732
Northern Africa and Western Asia,Azerbaijan,2015,65+,female,0.9820757
Northern Africa and Western Asia,Azerbaijan,2015,65+,male,0.9855734
Northern Africa and Western Asia,Azerbaijan,2016,<15,female,0.9971955
Northern Africa and Western Asia,Azerbaijan,2016,<15,male,0.9986405
Northern Africa and Western Asia,Azerbaijan,2016,15-24,female,0.9991648
Northern Africa and Western Asia,Azerbaijan,2016,15-24,male,0.9996238
Northern Africa and Western Asia,Azerbaijan,2016,25-64,female,0.9985409
Northern Africa and Western Asia,Azerbaijan,2016,25-64,male,0.9995821
Northern Africa and Western Asia,Azerbaijan,2016,65+,female,0.9826912
Northern Africa and Western Asia,Azerbaijan,2016,65+,male,0.9861513
Northern Africa and Western Asia,Azerbaijan,2017,<15,female,0.9972199
Northern Africa and Western Asia,Azerbaijan,2017,<15,male,0.9986375
Northern Africa and Western Asia,Azerbaijan,2017,15-24,female,0.9991311
Northern Africa and Western Asia,Azerbaijan,2017,15-24,male,0.9996065
